Mat1	Mat2	Mat3	Pat1	Pat2	Pat3	w0	theta0	d	q	p	w	R	theta	a	payoff	delta	elig	ztheta	gnum	inum	female	SubPop	Alive
0.5	0.1	-0.0369848	0.5	0.1	-0.0419858	1	0.2	-0.0789707	1	0.921029	3.32441	3.35335	0.97388	0.920069	3.09216	0.0301455	-22.0562	-22.0562	12	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0988833	1	0.2	-0.135868	0	-0.135868	1.98808	1.94771	0.431733	0.399687	1.78739	-0.0420436	-12.4015	-12.4015	13	1	1	0	1
0.5	0.1	-0.111776	0.5	0.1	-0.0349662	1	0.2	-0.146742	0	-0.146742	1.95871	1.90169	0.425573	0.426408	1.8053	-0.0593983	0.318801	0.318801	13	2	1	0	1
0.5	0.1	-0.0694149	0.5	0.1	0.00023105	1	0.2	-0.0691839	1	0.930816	3.42325	3.45682	0.964281	0.92292	3.0817	0.034965	-17.0207	-17.0207	14	1	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	0.0105206	1	0.2	-0.0314652	1	0.968535	3.42462	3.3897	0.993593	1.02434	3.06308	-0.0363754	11.9503	11.9503	14	2	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0898419	1	0.2	-0.124808	0	-0.124808	2.08905	2.10853	0.459459	0.499699	1.94565	0.0202984	16.3615	16.3615	15	1	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	0.00128061	1	0.2	-0.0407052	0	-0.0407052	2.03344	2.10224	0.526437	0.530755	1.90935	0.0716607	1.83224	1.83224	15	2	1	0	1
0.5	0.1	-0.0967635	0.5	0.1	-0.0518598	1	0.2	-0.148623	1	0.851377	3.30232	3.09677	0.891931	0.759729	3.05518	-0.214111	-45.1476	-45.1476	16	1	1	0	1
0.5	0.1	-0.0875172	0.5	0.1	-0.0419858	1	0.2	-0.129503	1	0.870497	3.23848	3.08449	0.965956	0.789375	2.96664	-0.160403	-62.5997	-62.5997	16	2	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.128041	1	0.2	-0.199647	0	-0.199647	1.98878	2.1603	0.361893	0.412733	1.87438	0.178668	23.7272	23.7272	17	1	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0369848	1	0.2	-0.0886042	0	-0.0886042	1.84554	1.93933	0.462946	0.581011	1.82521	0.0976965	51.2302	51.2302	17	2	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	-0.0699039	1	0.2	-0.11189	0	-0.11189	1.85171	1.78688	0.3864	0.338764	1.79409	-0.0675285	-18.0778	-18.0778	18	1	1	0	1
0.5	0.1	-0.025222	0.5	0.1	-0.0967635	1	0.2	-0.121985	0	-0.121985	1.88303	1.80039	0.363429	0.327127	1.88455	-0.0860805	-13.5855	-13.5855	18	2	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0518598	1	0.2	-0.103479	1	0.896521	3.27063	3.29165	0.897376	0.874779	3.04177	0.0218968	-9.19995	-9.19995	19	1	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.101402	1	0.2	-0.173008	1	0.826992	3.2211	3.20148	0.893098	0.902425	2.97892	-0.0204397	3.67068	3.67068	19	2	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0516193	1	0.2	-0.123225	1	0.876775	3.28742	3.2697	0.899867	0.947293	3.06042	-0.0184574	18.6946	18.6946	20	1	1	0	1
0.5	0.1	-0.0967635	0.5	0.1	-0.012993	1	0.2	-0.109757	1	0.890243	3.26106	3.33726	0.918556	0.89411	3.02126	0.0793766	-10.4414	-10.4414	20	2	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0516193	1	0.2	-0.123225	1	0.876775	3.2699	3.34136	0.96578	0.99066	2.98348	0.0744393	10.5822	10.5822	21	1	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0516193	1	0.2	-0.103479	1	0.896521	3.34979	3.38974	0.905748	0.963991	3.10469	0.0416213	24.0996	24.0996	21	2	1	0	1
0.5	0.1	0.0240195	0.5	0.1	-0.0349662	1	0.2	-0.0109467	1	0.989053	2.66202	2.56194	1.22505	1.25152	2.49908	-0.104247	9.77391	9.77391	22	1	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0369848	1	0.2	-0.0719511	0	-0.0719511	3.10403	3.14176	0.285067	0.18629	2.71667	0.039302	-40.7937	-40.7937	22	2	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	-0.0518598	1	0.2	-0.0938456	1	0.906154	3.27615	3.29759	0.945724	0.961136	3.11358	0.0223418	6.27695	6.27695	23	1	1	0	1
0.5	0.1	-0.073444	0.5	0.1	-0.0369848	1	0.2	-0.110429	1	0.889571	3.31971	3.35154	0.900271	0.893808	3.16391	0.0331518	-2.65581	-2.65581	23	2	1	0	1
0.5	0.1	0.0216748	0.5	0.1	-0.114448	1	0.2	-0.0927727	1	0.907227	2.47293	2.49268	1.10354	1.18745	2.58313	0.0205705	34.1269	34.1269	24	1	1	0	1
0.5	0.1	-0.0699039	0.5	0.1	-0.0716058	1	0.2	-0.14151	0	-0.14151	2.9298	3.04487	0.207297	0.210906	2.76246	0.119871	1.59684	1.59684	24	2	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0369848	1	0.2	-0.108591	0	-0.108591	2.96007	2.96297	0.249846	0.198939	2.55599	0.00301863	-20.4124	-20.4124	25	1	1	0	1
0.5	0.1	-0.0395176	0.5	0.1	-0.0518598	1	0.2	-0.0913774	1	0.908623	2.51952	2.47347	1.12839	1.12024	2.56298	-0.0479684	-3.13961	-3.13961	25	2	1	0	1
0.5	0.1	-0.0776376	0.5	0.1	-0.0349662	1	0.2	-0.112604	0	-0.112604	2.07915	2.20064	0.448079	0.428331	1.96736	0.126557	-8.7894	-8.7894	26	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.015128	1	0.2	-0.0521128	0	-0.0521128	1.99631	1.98345	0.511923	0.584321	1.83824	-0.013394	28.6521	28.6521	26	2	1	0	1
0.5	0.1	-0.0875172	0.5	0.1	-0.0395176	1	0.2	-0.127035	0	-0.127035	1.87703	1.91165	0.489142	0.486137	1.87944	0.0360664	-1.23766	-1.23766	27	1	1	0	1
0.5	0.1	-0.138395	0.5	0.1	-0.0776376	1	0.2	-0.216033	0	-0.216033	1.99625	2.00948	0.396487	0.401122	1.97407	0.0137885	1.87472	1.87472	27	2	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.14502	1	0.2	-0.243903	1	0.756097	2.36454	2.51824	1.06573	1.02511	2.49507	0.160096	-18.6322	-18.6322	28	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0988833	1	0.2	-0.197767	0	-0.197767	2.85521	2.794	0.234848	0.362374	2.60683	-0.0637598	48.5346	48.5346	28	2	1	0	1
0.5	0.1	-0.0967635	0.5	0.1	-0.0518598	1	0.2	-0.148623	1	0.851377	2.43064	2.52744	1.08888	1.10086	2.56404	0.100827	5.2111	5.2111	29	1	1	0	1
0.5	0.1	-0.0849301	0.5	0.1	-0.0516193	1	0.2	-0.136549	0	-0.136549	2.92104	2.92655	0.202348	0.289156	2.67843	0.00573699	34.8833	34.8833	29	2	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0988833	1	0.2	-0.13385	1	0.86615	3.26488	3.3193	0.952682	0.88215	3.1018	0.0566898	-29.553	-29.553	30	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0716058	1	0.2	-0.170489	1	0.829511	3.29894	3.21184	0.896739	0.951262	3.15932	-0.0907233	20.3336	20.3336	30	2	1	0	1
0.5	0.1	-0.0522144	0.5	0.1	-0.0419858	1	0.2	-0.0942002	0	-0.0942002	2.80423	2.79164	0.268458	0.222215	2.47181	-0.0131179	-18.3054	-18.3054	31	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.128041	1	0.2	-0.226925	1	0.773075	2.38555	2.34266	0.985862	0.991732	2.51017	-0.0446738	2.26695	2.26695	31	2	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0916319	1	0.2	-0.143492	0	-0.143492	2.9116	3.00282	0.205369	0.240992	2.54946	0.0950222	15.4217	15.4217	32	1	1	0	1
0.5	0.1	0.00023105	0.5	0.1	-0.0369848	1	0.2	-0.0367538	1	0.963246	2.51126	2.59554	1.13122	1.15703	2.53354	0.0877934	11.1056	11.1056	32	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0349662	1	0.2	-0.0719511	1	0.928049	3.25126	3.35716	0.907401	0.9702	3.0993	0.110318	27.5508	27.5508	33	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0988833	1	0.2	-0.197767	1	0.802233	3.2009	3.28134	0.839664	0.92991	3.05699	0.0837926	38.692	38.692	33	2	1	0	1
0.5	0.1	-0.0522144	0.5	0.1	-0.0369848	1	0.2	-0.0891993	0	-0.0891993	1.95087	2.0295	0.454623	0.456554	1.85759	0.0819039	0.826294	0.826294	34	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0849301	1	0.2	-0.121915	0	-0.121915	1.9987	2.00098	0.423117	0.465131	1.77224	0.00237727	16.8378	16.8378	34	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0716058	1	0.2	-0.108591	1	0.891409	2.57102	2.59534	1.12427	1.10003	2.54333	0.0253339	-9.89733	-9.89733	35	1	1	0	1
0.5	0.1	-0.0395176	0.5	0.1	-0.0369848	1	0.2	-0.0765025	0	-0.0765025	2.93494	2.94147	0.312548	0.307541	2.47731	0.00680716	-2.01379	-2.01379	35	2	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0867921	1	0.2	-0.185675	0	-0.185675	1.85165	1.81633	0.388298	0.36939	1.81449	-0.0367838	-7.34726	-7.34726	36	1	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0988833	1	0.2	-0.150503	0	-0.150503	1.85345	1.84655	0.391092	0.358018	1.87729	-0.00718882	-13.1538	-13.1538	36	2	1	0	1
0.5	0.1	-0.133881	0.5	0.1	-0.0867921	1	0.2	-0.220673	1	0.779327	2.33423	2.37305	1.07975	1.0074	2.40176	0.0404409	-29.908	-29.908	37	1	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.14502	1	0.2	-0.196639	0	-0.196639	2.87226	2.78994	0.207643	0.237811	2.57906	-0.0857479	11.2924	11.2924	37	2	1	0	1
0.5	0.1	-0.0395176	0.5	0.1	-0.0875172	1	0.2	-0.127035	0	-0.127035	2.86779	2.79528	0.27546	0.312442	2.5042	-0.07553	13.9498	13.9498	38	1	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0988833	1	0.2	-0.150503	1	0.849497	2.50866	2.54404	1.06777	1.00146	2.57028	0.0368533	-27.3297	-27.3297	38	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.111776	1	0.2	-0.148761	1	0.851239	2.56688	2.55818	1.11634	1.1655	2.56597	-0.00906411	19.5226	19.5226	39	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.012993	1	0.2	-0.0499779	0	-0.0499779	2.97299	3.03286	0.317722	0.313197	2.61105	0.0623679	-1.90517	-1.90517	39	2	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0369848	1	0.2	-0.135868	1	0.864132	3.27425	3.24501	0.839691	0.804758	3.08727	-0.0304536	-13.6408	-13.6408	40	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0699039	1	0.2	-0.106889	1	0.893111	3.20999	3.18117	0.914868	0.895825	2.99976	-0.0300291	-7.43857	-7.43857	40	2	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0173379	1	0.2	-0.0889438	0	-0.0889438	2.81616	2.84674	0.266047	0.246069	2.51999	0.0318473	-8.19998	-8.19998	41	1	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.175328	1	0.2	-0.227188	1	0.772812	2.36807	2.38059	1.02557	1.02994	2.49921	0.0130444	1.76478	1.76478	41	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0916319	1	0.2	-0.128617	0	-0.128617	2.93438	2.97517	0.265518	0.318406	2.6144	0.0424965	21.8997	21.8997	42	1	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0516193	1	0.2	-0.103239	1	0.896761	2.529	2.61759	1.12786	1.14012	2.62651	0.0922808	5.29201	5.29201	42	2	1	0	1
0.5	0.1	-0.012993	0.5	0.1	-0.0369848	1	0.2	-0.0499779	1	0.950022	2.57699	2.55221	1.18516	1.12139	2.51855	-0.0258159	-24.9935	-24.9935	43	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.111776	1	0.2	-0.148761	0	-0.148761	3.00943	2.95589	0.224702	0.22306	2.64562	-0.0557758	-0.628813	-0.628813	43	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0716058	1	0.2	-0.108591	0	-0.108591	1.76317	1.65653	0.37245	0.317677	1.88178	-0.111089	-20.121	-20.121	44	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0716058	1	0.2	-0.170489	0	-0.170489	1.83925	1.73167	0.328044	0.252548	1.88026	-0.112066	-27.7138	-27.7138	44	2	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0716058	1	0.2	-0.106572	1	0.893428	3.2863	3.3233	0.921941	0.909541	3.00339	0.0385484	-5.11749	-5.11749	45	1	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0988833	1	0.2	-0.13385	1	0.86615	3.28417	3.27619	0.89861	0.930708	3.02825	-0.00831913	12.7544	12.7544	45	2	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0716058	1	0.2	-0.123466	0	-0.123466	2.87975	2.87799	0.232976	0.234693	2.47745	-0.00183334	0.685681	0.685681	46	1	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0967635	1	0.2	-0.13173	1	0.86827	2.47017	2.46876	1.0675	1.05916	2.47638	-0.00146747	-3.33143	-3.33143	46	2	1	0	1
0.5	0.1	-0.138395	0.5	0.1	-0.133881	1	0.2	-0.272276	1	0.727724	3.24112	3.23163	0.785715	0.827651	3.13877	-0.00989091	16.6428	16.6428	47	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.012993	1	0.2	-0.0499779	1	0.950022	3.23562	3.26929	0.985418	0.980982	3.03187	0.0350734	-1.82549	-1.82549	47	2	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	-0.0395176	1	0.2	-0.0815034	1	0.918497	2.60346	2.62687	1.10211	1.13515	2.49822	0.0243869	13.4801	13.4801	48	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0369848	1	0.2	-0.0739697	0	-0.0739697	2.90916	2.98757	0.311908	0.306468	2.42564	0.0816723	-2.32807	-2.32807	48	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0967635	1	0.2	-0.133748	1	0.866252	2.40631	2.32934	1.09325	1.05541	2.53814	-0.0801766	-14.2267	-14.2267	49	1	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0988833	1	0.2	-0.170489	0	-0.170489	2.91292	2.85948	0.190515	0.135636	2.63663	-0.0556648	-21.0157	-21.0157	49	2	1	0	1
0.5	0.1	-0.0776376	0.5	0.1	-0.0716058	1	0.2	-0.149243	0	-0.149243	2.96381	2.93767	0.262354	0.256151	2.64621	-0.0272348	-2.42821	-2.42821	50	1	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0988833	1	0.2	-0.150743	1	0.849257	2.49749	2.4823	1.13528	1.10935	2.58534	-0.0158213	-10.2409	-10.2409	50	2	1	0	1
0.5	0.1	-0.0916319	0.5	0.1	-0.0518598	1	0.2	-0.143492	0	-0.143492	1.96183	2.00237	0.413296	0.375945	1.84432	0.0422366	-15.4629	-15.4629	51	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0516193	1	0.2	-0.0886042	0	-0.0886042	1.94406	1.89074	0.4455	0.463632	1.86473	-0.0555409	6.94432	6.94432	51	2	1	0	1
0.5	0.1	-0.0395176	0.5	0.1	-0.0988833	1	0.2	-0.138401	1	0.861599	2.57212	2.48268	1.13187	1.1185	2.56863	-0.0931651	-4.97701	-4.97701	52	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0349662	1	0.2	-0.0719511	0	-0.0719511	2.98286	2.96958	0.311912	0.245597	2.63292	-0.0138304	-26.2358	-26.2358	52	2	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0716058	1	0.2	-0.123466	0	-0.123466	2.00172	2.17739	0.417227	0.389746	1.93874	0.182986	-12.8776	-12.8776	53	1	1	0	1
0.5	0.1	-0.0776376	0.5	0.1	-0.015128	1	0.2	-0.0927656	0	-0.0927656	1.96547	1.9037	0.436037	0.571311	1.88465	-0.0643456	51.4605	51.4605	53	2	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0369848	1	0.2	-0.0888446	0	-0.0888446	2.87783	3.03868	0.270468	0.24388	2.53448	0.167556	-12.2813	-12.2813	54	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0988833	1	0.2	-0.197767	1	0.802233	2.44784	2.4118	1.06691	1.17462	2.50601	-0.0375403	41.8293	41.8293	54	2	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	-0.0875172	1	0.2	-0.129503	0	-0.129503	2.8767	2.90732	0.26654	0.254433	2.52509	0.0318961	-4.96981	-4.96981	55	1	1	0	1
0.5	0.1	-0.0518598	0.5	0.1	-0.0988833	1	0.2	-0.150743	1	0.849257	2.45622	2.47794	1.08788	1.08254	2.51496	0.022626	-2.17336	-2.17336	55	2	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.0369848	1	0.2	-0.0886042	0	-0.0886042	2.84119	2.78546	0.302113	0.323963	2.47542	-0.0580609	8.35196	8.35196	56	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.151319	1	0.2	-0.250203	1	0.749797	2.43767	2.4581	1.03772	0.985757	2.49945	0.0212812	-21.1463	-21.1463	56	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0967635	1	0.2	-0.133748	1	0.866252	3.23556	3.24834	0.955883	0.979985	2.95148	0.0133059	9.74456	9.74456	57	1	1	0	1
0.5	0.1	-0.015128	0.5	0.1	-0.14502	1	0.2	-0.160148	1	0.839852	3.28534	3.32707	0.880305	0.884219	3.03894	0.0434648	1.62224	1.62224	57	2	1	0	1
0.5	0.1	-0.0516193	0.5	0.1	-0.133881	1	0.2	-0.1855	0	-0.1855	1.82171	1.79368	0.406293	0.40653	1.84206	-0.029201	0.0926144	0.0926144	58	1	1	0	1
0.5	0.1	-0.111776	0.5	0.1	-0.0988833	1	0.2	-0.210659	0	-0.210659	1.87882	1.88451	0.363601	0.342778	1.86346	0.00592793	-8.36878	-8.36878	58	2	1	0	1
0.5	0.1	-0.073444	0.5	0.1	-0.0988833	1	0.2	-0.172327	1	0.827673	2.4088	2.38837	1.0747	1.07634	2.46376	-0.021277	0.643121	0.643121	59	1	1	0	1
0.5	0.1	-0.0419858	0.5	0.1	-0.0988833	1	0.2	-0.140869	0	-0.140869	2.87718	2.89733	0.222448	0.205652	2.54744	0.0209925	-6.83293	-6.83293	59	2	1	0	1
0.5	0.1	-0.111776	0.5	0.1	-0.0518598	1	0.2	-0.163636	0	-0.163636	1.98563	1.88241	0.406313	0.421204	1.92462	-0.10752	5.48451	5.48451	60	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0369848	1	0.2	-0.0739697	0	-0.0739697	1.91831	1.96327	0.464859	0.3921	1.86141	0.0468341	-30.2366	-30.2366	60	2	1	0	1
0.5	0.1	-0.0349662	0.5	0.1	-0.0518598	1	0.2	-0.086826	0	-0.086826	2.93939	2.94555	0.232199	0.210666	2.58805	0.00641641	-8.6575	-8.6575	61	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.0369848	1	0.2	-0.0739697	1	0.92603	2.53495	2.50611	1.1069	1.10359	2.53135	-0.0300477	-1.29351	-1.29351	61	2	1	0	1
0.5	0.1	-0.111776	0.5	0.1	-0.0369848	1	0.2	-0.148761	1	0.851239	2.56572	2.59194	1.11267	1.11445	2.58087	0.0273108	0.730887	0.730887	62	1	1	0	1
0.5	0.1	-0.012993	0.5	0.1	-0.0516193	1	0.2	-0.0646123	0	-0.0646123	2.94315	2.96042	0.317808	0.338963	2.60911	0.0179889	8.58542	8.58542	62	2	1	0	1
0.5	0.1	-0.0967635	0.5	0.1	-0.0516193	1	0.2	-0.148383	0	-0.148383	1.96766	1.94642	0.393099	0.305432	1.9172	-0.0221297	-34.4567	-34.4567	63	1	1	0	1
0.5	0.1	-0.0716058	0.5	0.1	-0.0369848	1	0.2	-0.108591	0	-0.108591	1.87959	1.76696	0.437513	0.435006	1.79459	-0.117323	-0.916501	-0.916501	63	2	1	0	1
0.5	0.1	-0.14502	0.5	0.1	-0.14502	1	0.2	-0.29004	1	0.70996	3.21634	3.26946	0.812705	0.847807	3.10259	0.0553365	14.6915	14.6915	64	1	1	0	1
0.5	0.1	-0.015128	0.5	0.1	-0.0518598	1	0.2	-0.0669878	1	0.933012	3.21817	3.2746	1.00882	1.03063	3.02076	0.0587823	9.15749	9.15749	64	2	1	0	1
0.5	0.1	-0.0694149	0.5	0.1	-0.0516193	1	0.2	-0.121034	1	0.878966	2.52336	2.49095	1.10918	1.09934	2.41295	-0.0337564	-3.83332	-3.83332	65	1	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.073444	1	0.2	-0.110429	0	-0.110429	2.92198	2.93495	0.274738	0.238546	2.47106	0.013508	-14.6353	-14.6353	65	2	1	0	1
0.5	0.1	-0.0699039	0.5	0.1	-0.0967635	1	0.2	-0.166667	0	-0.166667	1.87866	1.90072	0.375806	0.410548	1.90155	0.0229825	14.1571	14.1571	66	1	1	0	1
0.5	0.1	-0.0699039	0.5	0.1	-0.0916319	1	0.2	-0.161536	0	-0.161536	1.87964	1.91237	0.388741	0.404468	1.86415	0.0340973	6.46701	6.46701	66	2	1	0	1
0.5	0.1	-0.128041	0.5	0.1	-0.0649048	1	0.2	-0.192946	0	-0.192946	2.93671	2.94647	0.233799	0.240546	2.57901	0.0101697	2.72068	2.72068	67	1	1	0	1
0.5	0.1	-0.0988833	0.5	0.1	-0.0716058	1	0.2	-0.170489	1	0.829511	2.45145	2.44025	1.10782	1.12307	2.52473	-0.0116575	6.04219	6.04219	67	2	1	0	1
0.5	0.1	-0.0369848	0.5	0.1	-0.073444	1	0.2	-0.110429	1	0.889571	2.47447	2.4449	1.15301	1.145	2.48661	-0.0308024	-3.12984	-3.12984	68	1	1	0	1
